//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
1328    |DCJL|D4A,SIILDZA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),36-38,                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,                     |D10,D14;
1329    |DCJL|D4A,S4LDZA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),48,                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D10,D14;
1330    |DCJL|D4A,S6LDZA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50),                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D10,D14;
1331    |DCJL|D4A,S8LDZA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),50,                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D10,D14;
1332    |DCJL|D4A,X15LDA    |D4     |(68),(66),64,6-8,14,16-18,(24),(26),52-54                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D10,D14;
1333    |DCJL|D4A,X13LDA    |D4     |(68),(66),64,6-8,14,16-18,(24),26,34,(56-58)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D10,D14;
1334    |DCJL|D4A,X11LDA    |D4     |(68),(66),64,6-8,14,16-18,(24),26,34,56-58                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D10,D14;
1335    |DCJL|D4A,X9LDA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),40,60-62                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D10,D14;
1336    |DCJL|D4A,X7LDA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),(40),(42),60-62                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D10,D14;
1337    |DCJL|D4A,X15DA    |D4     |(68),(66),64,6-8,14,16-18,(24),(26)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1338    |DCJL|D4A,X13DA    |D4     |(68),(66),64,6-8,14,16-18,(24),26,(34)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1339    |DCJL|D4A,X11DA    |D4     |(68),(66),64,6-8,14,16-18,(24),26,34                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1340    |DCJL|D4A,X9DA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),40                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1341    |DCJL|D4A,X7DA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),(40),(42)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1342    |DCJL|D4A,X5DA    |D4     |(68),(66),64,6-8,14,16-18,24,(32),(40),42                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1343    |DCJL|D4A,X3DA    |D4     |(68),(66),64,6-8,14,16-18,24,32,28-30,44-46                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D10,D14;
1344    |DCJL|D4A,XIDA    |D4     |(68),(66),64,6-8,14,16-18,24,32,28-30,(44-46)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D10,D14;
1345    |DCJL|D4A,D50A    |D4     |(68),(66),64,6-8,14,16-18,24,32,28-30                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D10,D14;
1346    |DCJL|D4A,D44A    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG                     |D10,D14;
1347    |DCJL|D4A,D54A    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D10,D14;
1348    |DCJL|D4A,XIIDA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),36-38                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG                     |D10,D14;
1349    |DCJL|D4A,X4DA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),48                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1350    |DCJL|D4A,X6DA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1351    |DCJL|D4A,X8DA    |D4     |(68),(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1352    |DCJL|D4A,D28A    |D4     |(68),(66),64,(6-8),10-12                     |68DG,64-66DG,6DG,8DG,12DG                     |D10,D14;
1353    |DCJL|D4A,D34A    |D4     |(68),(66),64,6-8,14,16-18                     |68DG,64-66DG,6DG,14DG,18DG                     |D10,D14;
1354    |DCJL|D4A,D14A    |D4     |(68),(66),64                     |68DG,64-66DG                     |D10,D14;
1355    |DCJL|D6A,SIILDZA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),36-38,                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,                     |D10,D14;
1356    |DCJL|D6A,S4LDZA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),48,                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D10,D14;
1357    |DCJL|D6A,S6LDZA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50),                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D10,D14;
1358    |DCJL|D6A,S8LDZA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),50,                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D10,D14;
1359    |DCJL|D6A,X15LDA    |D6     |68,(66),64,6-8,14,16-18,(24),(26),52-54                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D10,D14;
1360    |DCJL|D6A,X13LDA    |D6     |68,(66),64,6-8,14,16-18,(24),26,34,(56-58)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D10,D14;
1361    |DCJL|D6A,X11LDA    |D6     |68,(66),64,6-8,14,16-18,(24),26,34,56-58                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D10,D14;
1362    |DCJL|D6A,X9LDA    |D6     |68,(66),64,6-8,14,16-18,24,(32),40,60-62                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D10,D14;
1363    |DCJL|D6A,X7LDA    |D6     |68,(66),64,6-8,14,16-18,24,(32),(40),(42),60-62                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D10,D14;
1364    |DCJL|D6A,X15DA    |D6     |68,(66),64,6-8,14,16-18,(24),(26)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1365    |DCJL|D6A,X13DA    |D6     |68,(66),64,6-8,14,16-18,(24),26,(34)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1366    |DCJL|D6A,X11DA    |D6     |68,(66),64,6-8,14,16-18,(24),26,34                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D10,D14;
1367    |DCJL|D6A,X9DA    |D6     |68,(66),64,6-8,14,16-18,24,(32),40                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1368    |DCJL|D6A,X7DA    |D6     |68,(66),64,6-8,14,16-18,24,(32),(40),(42)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1369    |DCJL|D6A,X5DA    |D6     |68,(66),64,6-8,14,16-18,24,(32),(40),42                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D10,D14;
1370    |DCJL|D6A,X3DA    |D6     |68,(66),64,6-8,14,16-18,24,32,28-30,44-46                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D10,D14;
1371    |DCJL|D6A,XIDA    |D6     |68,(66),64,6-8,14,16-18,24,32,28-30,(44-46)                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D10,D14;
1372    |DCJL|D6A,D50A    |D6     |68,(66),64,6-8,14,16-18,24,32,28-30                     |68DG,64-66DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D10,D14;
1373    |DCJL|D6A,D44A    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG                     |D10,D14;
1374    |DCJL|D6A,D54A    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D10,D14;
1375    |DCJL|D6A,XIIDA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),36-38                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG                     |D10,D14;
1376    |DCJL|D6A,X4DA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),48                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1377    |DCJL|D6A,X6DA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1378    |DCJL|D6A,X8DA    |D6     |68,(66),64,(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |68DG,64-66DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D10,D14;
1379    |DCJL|D6A,D28A    |D6     |68,(66),64,(6-8),10-12                     |68DG,64-66DG,6DG,8DG,12DG                     |D10,D14;
1380    |DCJL|D6A,D34A    |D6     |68,(66),64,6-8,14,16-18                     |68DG,64-66DG,6DG,14DG,18DG                     |D10,D14;
1381    |DCJL|D6A,D14A    |D6     |68,(66),64                     |68DG,64-66DG                     |D10,D14;
1382    |DCJL|D8A,SIILDZA    |D8     |66,64,(6-8),10-12,16-18,(20-22),36-38,                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,                     |D14;
1383    |DCJL|D8A,S4LDZA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),48,                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D14;
1384    |DCJL|D8A,S6LDZA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50),                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D14;
1385    |DCJL|D8A,S8LDZA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),(48),50,                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG,                     |D14;
1386    |DCJL|D8A,X15LDA    |D8     |66,64,6-8,14,16-18,(24),(26),52-54                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG,52DG                     |D14;
1387    |DCJL|D8A,X13LDA    |D8     |66,64,6-8,14,16-18,(24),26,34,(56-58)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D14;
1388    |DCJL|D8A,X11LDA    |D8     |66,64,6-8,14,16-18,(24),26,34,56-58                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG,56DG                     |D14;
1389    |DCJL|D8A,X9LDA    |D8     |66,64,6-8,14,16-18,24,(32),40,60-62                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D14;
1390    |DCJL|D8A,X7LDA    |D8     |66,64,6-8,14,16-18,24,(32),(40),(42),60-62                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D14;
1391    |DCJL|D8A,X15DA    |D8     |66,64,6-8,14,16-18,(24),(26)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1392    |DCJL|D8A,X13DA    |D8     |66,64,6-8,14,16-18,(24),26,(34)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1393    |DCJL|D8A,X11DA    |D8     |66,64,6-8,14,16-18,(24),26,34                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,26-34DG                     |D14;
1394    |DCJL|D8A,X9DA    |D8     |66,64,6-8,14,16-18,24,(32),40                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1395    |DCJL|D8A,X7DA    |D8     |66,64,6-8,14,16-18,24,(32),(40),(42)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1396    |DCJL|D8A,X5DA    |D8     |66,64,6-8,14,16-18,24,(32),(40),42                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D14;
1397    |DCJL|D8A,X3DA    |D8     |66,64,6-8,14,16-18,24,32,28-30,44-46                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG                     |D14;
1398    |DCJL|D8A,XIDA    |D8     |66,64,6-8,14,16-18,24,32,28-30,(44-46)                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG,44DG,46DG                     |D14;
1399    |DCJL|D8A,D50A    |D8     |66,64,6-8,14,16-18,24,32,28-30                     |64-66DG,68DG,6DG,14DG,18DG,24-32DG,30DG,26-34DG,40-42DG                     |D14;
1400    |DCJL|D8A,D44A    |D8     |66,64,(6-8),10-12,16-18,(20-22)                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG                     |D14;
1401    |DCJL|D8A,D54A    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38)                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG                     |D14;
1402    |DCJL|D8A,XIIDA    |D8     |66,64,(6-8),10-12,16-18,(20-22),36-38                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG                     |D14;
1403    |DCJL|D8A,X4DA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),48                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1404    |DCJL|D8A,X6DA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),(48),(50)                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1405    |DCJL|D8A,X8DA    |D8     |66,64,(6-8),10-12,16-18,(20-22),(36-38),(48),50                     |64-66DG,68DG,6DG,8DG,12DG,16-28DG,22DG,36DG,38DG,48-50DG                     |D14;
1406    |DCJL|D8A,D28A    |D8     |66,64,(6-8),10-12                     |64-66DG,68DG,6DG,8DG,12DG                     |D14;
1407    |DCJL|D8A,D34A    |D8     |66,64,6-8,14,16-18                     |64-66DG,68DG,6DG,14DG,18DG                     |D14;
1408    |DCJL|D8A,D14A    |D8     |66,64                     |64-66DG,68DG                     |D14;
1409    |DCJL|D22A,SIILDZA    |D22     |10-12,20-22,36-38,                     |10DG,22DG,36DG,                     |D24,D44;
1410    |DCJL|D22A,S4LDZA    |D22     |10-12,20-22,(36-38),48,                     |10DG,22DG,36DG,38DG,48-50DG,                     |D24,D44;
1411    |DCJL|D22A,S6LDZA    |D22     |10-12,20-22,(36-38),(48),(50),                     |10DG,22DG,36DG,38DG,48-50DG,                     |D24,D44;
1412    |DCJL|D22A,S8LDZA    |D22     |10-12,20-22,(36-38),(48),50,                     |10DG,22DG,36DG,38DG,48-50DG,                     |D24,D44;
1413    |DCJL|D22A,X15LDA    |D22     |(10-12),(16-18),(24),(26),52-54                     |10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,52DG                     |D28;
1414    |DCJL|D22A,X13LDA    |D22     |(10-12),(16-18),(24),26,34,(56-58)                     |10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D28;
1415    |DCJL|D22A,X11LDA    |D22     |(10-12),(16-18),(24),26,34,56-58                     |10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,56DG                     |D28;
1416    |DCJL|D22A,X9LDA    |D22     |(10-12),(16-18),24,(32),40,60-62                     |10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,62DG                     |D28;
1417    |DCJL|D22A,X7LDA    |D22     |(10-12),(16-18),24,(32),(40),(42),60-62                     |10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG,60DG                     |D28;
1418    |DCJL|D22A,X15DA    |D22     |(10-12),(16-18),(24),(26)                     |10DG,12DG,16-28DG,18DG,24-32DG,26-34DG                     |D28;
1419    |DCJL|D22A,X13DA    |D22     |(10-12),(16-18),(24),26,(34)                     |10DG,12DG,16-28DG,18DG,24-32DG,26-34DG                     |D28;
1420    |DCJL|D22A,X11DA    |D22     |(10-12),(16-18),(24),26,34                     |10DG,12DG,16-28DG,18DG,24-32DG,26-34DG                     |D28;
1421    |DCJL|D22A,X9DA    |D22     |(10-12),(16-18),24,(32),40                     |10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D28;
1422    |DCJL|D22A,X7DA    |D22     |(10-12),(16-18),24,(32),(40),(42)                     |10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D28;
1423    |DCJL|D22A,X5DA    |D22     |(10-12),(16-18),24,(32),(40),42                     |10DG,12DG,16-28DG,18DG,24-32DG,40-42DG,26-34DG,30DG                     |D28;
1424    |DCJL|D22A,X3DA    |D22     |(10-12),16-18,20-22,(28-30),44-46                     |10DG,12DG,16-28DG,30DG,24-32DG,44DG                     |D28;
1425    |DCJL|D22A,XIDA    |D22     |(10-12),16-18,20-22,28-30,44-46                     |10DG,12DG,16-28DG,46DG                     |D28;
1426    |DCJL|D22A,D50A    |D22     |(10-12),16-18,20-22,(28-30)                     |10DG,12DG,16-28DG,30DG,24-32DG                     |D28;
1427    |DCJL|D22A,D44A    |D22     |10-12,20-22                     |10DG,22DG                     |D24,D44;
1428    |DCJL|D22A,D54A    |D22     |10-12,20-22,(36-38)                     |10DG,22DG,36DG,38DG                     |D24,D44;
1429    |DCJL|D22A,XIIDA    |D22     |10-12,20-22,36-38                     |10DG,22DG,36DG                     |D24,D44;
1430    |DCJL|D22A,X4DA    |D22     |10-12,20-22,(36-38),48                     |10DG,22DG,36DG,38DG,48-50DG                     |D24,D44;
1431    |DCJL|D22A,X6DA    |D22     |10-12,20-22,(36-38),(48),(50)                     |10DG,22DG,36DG,38DG,48-50DG                     |D24,D44;
1432    |DCJL|D22A,X8DA    |D22     |10-12,20-22,(36-38),(48),50                     |10DG,22DG,36DG,38DG,48-50DG                     |D24,D44;
1433    |DCJL|D22A,D28A    |D22     |(10-12)                     |10DG,12DG                     |D28;
1434    |DCJL|D22A,D34A    |D22     |(10-12),(16-18)                     |10DG,12DG,16-28DG,18DG                     |D28;
1435    |DCJL|D18A,SL2DA    |D18     |2-4                     |2DG                     |SL2;
1436    |DCJL|D18A,D2A    |D18     |2-4,X1-X2                     |2DG,X1DG                     |SL2;
1437    |DCJL|SL2DA,SIILDZA    |SL2     |(2-4),10-12,20-22,36-38,                     |2DG,10DG,22DG,36DG,                     |D22;
1438    |DCJL|SL2DA,S4LDZA    |SL2     |2-4,36-38,48,                     |2DG,38DG,48-50DG,                     |D18;
1439    |DCJL|SL2DA,S6LDZA    |SL2     |2-4,36-38,(48),(50),                     |2DG,38DG,48-50DG,                     |D18;
1440    |DCJL|SL2DA,S8LDZA    |SL2     |2-4,36-38,(48),50,                     |2DG,38DG,48-50DG,                     |D18;
1441    |DCJL|SL2DA,X15LDA    |SL2     |(2-4),(10-12),(16-18),(24),(26),52-54                     |2DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,52DG                     |D22;
1442    |DCJL|SL2DA,X13LDA    |SL2     |(2-4),(10-12),(16-18),(24),26,34,(56-58)                     |2DG,10DG,12DG,16-28DG,18DG,24-32DG,26-34DG,56DG,54-58DG                     |D22;
