//联锁表-新街(2.5版本)
//序号|类型|按钮      |信号机      |道岔     |区段     |敌对信号
//列车
906    |DCJL|D60A,XNDA    |D60     |90-92,57,55,51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |90DG,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X19L;
907    |DCJL|D60A,D37A    |D60     |90-92,57,55,51-53                     |90DG,55-57DG,51DG                     |X19L;
908    |DCJL|D60A,D23A    |D60     |90-92,57,55,51-53,39-41,35-37                     |90DG,55-57DG,51DG,37-39DG                     |X19L;
909    |DCJL|D60A,X21LDA    |D60     |(90-92)                     |90DG,92DG                     |X21L;
910    |DCJL|D60A,X19LDA    |D60     |90-92                     |90DG                     |X19L;
911    |DCJL|D58DA,D1A    |D58     |86-88,90-92,57,55,51-53,39-41,35-37,(5-7),1-3                     |,90DG,55-57DG,51DG,37-39DG,7-9DG,1-5DG,13DG                     |D60;
912    |DCJL|D58DA,D5A    |D58     |86-88,90-92,57,55,51-53,39-41,35-37,5-7,9                     |,90DG,55-57DG,51DG,37-39DG,7-9DG                     |D60;
913    |DCJL|D58DA,D3A    |D58     |86-88,90-92,57,55,51-53,39-41,35-37,5-7,(9)                     |,90DG,55-57DG,51DG,37-39DG,7-9DG                     |D60;
914    |DCJL|D58DA,XNDA    |D58     |86-88,90-92,57,55,51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |,90DG,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |D60;
915    |DCJL|D58DA,D37A    |D58     |86-88,90-92,57,55,51-53                     |,90DG,55-57DG,51DG                     |D60;
916    |DCJL|D58DA,D23A    |D58     |86-88,90-92,57,55,51-53,39-41,35-37                     |,90DG,55-57DG,51DG,37-39DG                     |D60;
917    |DCJL|D58DA,X21LDA    |D58     |86-88,(90-92)                     |,90DG,92DG                     |D60;
918    |DCJL|D58DA,X19LDA    |D58     |86-88,90-92                     |,90DG                     |D60;
919    |DCJL|D58DA,D60A    |D58     |86-88                     |                     |D60;
920    |DCJL|D56DA,D1A    |D56     |86-88,(55),51-53,39-41,35-37,(5-7),1-3                     |86DG,55-57DG,51DG,37-39DG,7-9DG,1-5DG,13DG                     |X17L;
921    |DCJL|D56DA,D5A    |D56     |86-88,(55),51-53,39-41,35-37,5-7,9                     |86DG,55-57DG,51DG,37-39DG,7-9DG                     |X17L;
922    |DCJL|D56DA,D3A    |D56     |86-88,(55),51-53,39-41,35-37,5-7,(9)                     |86DG,55-57DG,51DG,37-39DG,7-9DG                     |X17L;
923    |DCJL|D56DA,XNDA    |D56     |86-88,(55),51-53,39-41,(35-37),39-41,(23),(11-13),1-3                     |86DG,55-57DG,51DG,37-39DG,35-41DG,23DG,13DG,11DG,3DG,1-5DG                     |X17L;
924    |DCJL|D56DA,D37A    |D56     |86-88,(55),51-53                     |86DG,55-57DG,51DG                     |X17L;
925    |DCJL|D56DA,D23A    |D56     |86-88,(55),51-53,39-41,35-37                     |86DG,55-57DG,51DG,37-39DG                     |X17L;
926    |DCJL|D56DA,X21LDA    |D56     |(86-88),(90-92)                     |86DG,88DG,90DG,92DG                     |D60;
927    |DCJL|D56DA,X19LDA    |D56     |(86-88),90-92                     |86DG,88DG,90DG                     |D60;
928    |DCJL|D56DA,X17LDA    |D56     |86-88                     |86DG                     |X17L;
929    |DCJL|D56DA,D60A    |D56     |(86-88)                     |86DG,88DG                     |D60;
930    |DCJL|D48A,D40A    |D48     |82-84,78-80                     |80-82DG                     |D40;
931    |DCJL|D48A,D32A    |D48     |82-84,(78-80),74-76,70-72                     |80-82DG,78DG,72-74DG                     |D38,D32;
932    |DCJL|D48A,D30A    |D48     |82-84,(78-80),74-76,(70-72),74-76                     |80-82DG,78DG,72-74DG,70-76DG                     |D38,D30;
933    |DCJL|D42A,D32A    |D42     |78-80,74-76,70-72                     |78DG,72-74DG                     |D38,D32;
934    |DCJL|D42A,D30A    |D42     |78-80,74-76,(70-72),74-76                     |78DG,72-74DG,70-76DG                     |D38,D30;
935    |DCJL|D40A,D52DA    |D40     |78-80,(82-84)                     |80-82DG,84DG                     |D52;
936    |DCJL|D40A,D48A    |D40     |78-80,82-84                     |80-82DG                     |D48;
937    |DCJL|D38A,D52DA    |D38     |(78-80),(82-84)                     |78DG,80-82DG,84DG                     |D52;
938    |DCJL|D38A,D48A    |D38     |(78-80),82-84                     |78DG,80-82DG                     |D48;
939    |DCJL|D38A,D42A    |D38     |78-80                     |78DG                     |D42;
940    |DCJL|D36A,D32A    |D36     |70-72,(74-76),70-72                     |70-76DG,72-74DG                     |D32;
941    |DCJL|D36A,D30A    |D36     |70-72,74-76                     |70-76DG                     |D30;
942    |DCJL|D32A,D52DA    |D32     |70-72,74-76,(78-80),(82-84)                     |72-74DG,78DG,80-82DG,84DG                     |D38;
943    |DCJL|D32A,D48A    |D32     |70-72,74-76,(78-80),82-84                     |72-74DG,78DG,80-82DG                     |D38;
944    |DCJL|D32A,D42A    |D32     |70-72,74-76,78-80                     |72-74DG,78DG                     |D38;
945    |DCJL|D32A,D38A    |D32     |70-72,74-76                     |72-74DG                     |D38;
946    |DCJL|D32A,D36A    |D32     |70-72,(74-76),70-72                     |72-74DG,70-76DG                     |D36;
947    |DCJL|D30A,D52DA    |D30     |74-76,(70-72),74-76,(78-80),(82-84)                     |70-76DG,72-74DG,78DG,80-82DG,84DG                     |D38;
948    |DCJL|D30A,D48A    |D30     |74-76,(70-72),74-76,(78-80),82-84                     |70-76DG,72-74DG,78DG,80-82DG                     |D38;
949    |DCJL|D30A,D42A    |D30     |74-76,(70-72),74-76,78-80                     |70-76DG,72-74DG,78DG                     |D38;
950    |DCJL|D30A,D38A    |D30     |74-76,(70-72),74-76                     |70-76DG,72-74DG                     |D38;
951    |DCJL|D30A,D36A    |D30     |74-76,70-72                     |70-76DG                     |D36;
952    |DCJL|S15LDA,X15LDA    |S15L     |52-54                     |52DG                     |X15L;
953    |DCJL|S15LDA,X13LDA    |S15L     |(52-54),56-58                     |52DG,54-58DG                     |X13L;
954    |DCJL|S13LDA,X13LDA    |S13L     |52-54,56-58                     |54-58DG                     |X13L;
955    |DCJL|S11LDA,X13LDA    |S11L     |(56-58)                     |56DG,54-58DG                     |X13L;
956    |DCJL|S11LDA,X11LDA    |S11L     |56-58                     |56DG                     |X11L;
957    |DCJL|S9LDA,X9LDA    |S9L     |60-62                     |62DG                     |X9L;
958    |DCJL|S7LDA,X9LDA    |S7L     |(60-62)                     |60DG,62DG                     |X9L;
959    |DCJL|S7LDA,X7LDA    |S7L     |60-62                     |60DG                     |X7L;
960    |DCJL|X15DA,D26A    |X15     |(26),(24),16-18                     |26-34DG,24-32DG,18DG                     |D34,D26;
961    |DCJL|X15DA,D20A    |X15     |(26),(24),(16-18),10-12                     |26-34DG,24-32DG,18DG,16-28DG,12DG                     |D34,D28,D20;
962    |DCJL|X15DA,D16A    |X15     |(26),(24),16-18,14,6-8                     |26-34DG,24-32DG,18DG,14DG,6DG                     |D34,D26;
963    |DCJL|X15DA,D10A    |X15     |(26),(24),16-18,14,6-8,64,(66)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |D34,D26;
964    |DCJL|X15DA,D12A    |X15     |(26),(24),16-18,14,6-8,(64)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |D34,D26;
965    |DCJL|X15DA,D4A    |X15     |(26),(24),16-18,14,6-8,64,(66),(68)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
966    |DCJL|X15DA,D6A    |X15     |(26),(24),16-18,14,6-8,64,(66),68                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
967    |DCJL|X15DA,D8A    |X15     |(26),(24),16-18,14,6-8,64,66                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
968    |DCJL|X15DA,SNDA    |X15     |(26),(24),(16-18),10-12,6-8                     |26-34DG,24-32DG,18DG,16-28DG,12DG,8DG                     |D34,D28,D20;
969    |DCJL|X15DA,SDA    |X15     |(26),(24),(16-18),(10-12),2-4                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG                     |D34,D28,D22,S;
970    |DCJL|X15DA,SL2DA    |X15     |(26),(24),(16-18),(10-12),(2-4)                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG                     |D34,D28,D22,SL2;
971    |DCJL|X15DA,D2A    |X15     |(26),(24),(16-18),(10-12),(2-4),X1-X2                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |D34,D28,D22,SL2;
972    |DCJL|X15DA,SL6DA    |X15     |(26),(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G                     |D34,D26;
973    |DCJL|X13DA,D26A    |X13     |(34),26,(24),16-18                     |26-34DG,24-32DG,18DG                     |D34,D26;
974    |DCJL|X13DA,D20A    |X13     |(34),26,(24),(16-18),10-12                     |26-34DG,24-32DG,18DG,16-28DG,12DG                     |D34,D28,D20;
975    |DCJL|X13DA,D16A    |X13     |(34),26,(24),16-18,14,6-8                     |26-34DG,24-32DG,18DG,14DG,6DG                     |D34,D26;
976    |DCJL|X13DA,D10A    |X13     |(34),26,(24),16-18,14,6-8,64,(66)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |D34,D26;
977    |DCJL|X13DA,D12A    |X13     |(34),26,(24),16-18,14,6-8,(64)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |D34,D26;
978    |DCJL|X13DA,D4A    |X13     |(34),26,(24),16-18,14,6-8,64,(66),(68)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
979    |DCJL|X13DA,D6A    |X13     |(34),26,(24),16-18,14,6-8,64,(66),68                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
980    |DCJL|X13DA,D8A    |X13     |(34),26,(24),16-18,14,6-8,64,66                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
981    |DCJL|X13DA,SNDA    |X13     |(34),26,(24),(16-18),10-12,6-8                     |26-34DG,24-32DG,18DG,16-28DG,12DG,8DG                     |D34,D28,D20;
982    |DCJL|X13DA,SDA    |X13     |(34),26,(24),(16-18),(10-12),2-4                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG                     |D34,D28,D22,S;
983    |DCJL|X13DA,SL2DA    |X13     |(34),26,(24),(16-18),(10-12),(2-4)                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG                     |D34,D28,D22,SL2;
984    |DCJL|X13DA,D2A    |X13     |(34),26,(24),(16-18),(10-12),(2-4),X1-X2                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |D34,D28,D22,SL2;
985    |DCJL|X13DA,SL6DA    |X13     |(34),26,(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G                     |D34,D26;
986    |DCJL|X11DA,D26A    |X11     |34,26,(24),16-18                     |26-34DG,24-32DG,18DG                     |D34,D26;
987    |DCJL|X11DA,D20A    |X11     |34,26,(24),(16-18),10-12                     |26-34DG,24-32DG,18DG,16-28DG,12DG                     |D34,D28,D20;
988    |DCJL|X11DA,D16A    |X11     |34,26,(24),16-18,14,6-8                     |26-34DG,24-32DG,18DG,14DG,6DG                     |D34,D26;
989    |DCJL|X11DA,D10A    |X11     |34,26,(24),16-18,14,6-8,64,(66)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |D34,D26;
990    |DCJL|X11DA,D12A    |X11     |34,26,(24),16-18,14,6-8,(64)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG                     |D34,D26;
991    |DCJL|X11DA,D4A    |X11     |34,26,(24),16-18,14,6-8,64,(66),(68)                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
992    |DCJL|X11DA,D6A    |X11     |34,26,(24),16-18,14,6-8,64,(66),68                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
993    |DCJL|X11DA,D8A    |X11     |34,26,(24),16-18,14,6-8,64,66                     |26-34DG,24-32DG,18DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
994    |DCJL|X11DA,SNDA    |X11     |34,26,(24),(16-18),10-12,6-8                     |26-34DG,24-32DG,18DG,16-28DG,12DG,8DG                     |D34,D28,D20;
995    |DCJL|X11DA,SDA    |X11     |34,26,(24),(16-18),(10-12),2-4                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG                     |D34,D28,D22,S;
996    |DCJL|X11DA,SL2DA    |X11     |34,26,(24),(16-18),(10-12),(2-4)                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG                     |D34,D28,D22,SL2;
997    |DCJL|X11DA,D2A    |X11     |34,26,(24),(16-18),(10-12),(2-4),X1-X2                     |26-34DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,X1DG                     |D34,D28,D22,SL2;
998    |DCJL|X11DA,SL6DA    |X11     |34,26,(24),16-18,(14)                     |26-34DG,24-32DG,18DG,14DG,SL4G                     |D34,D26;
999    |DCJL|X9DA,D26A    |X9     |40,(32),24,16-18                     |40-42DG,24-32DG,18DG,30DG,26-34DG                     |D34,D26;
1000    |DCJL|X9DA,D20A    |X9     |40,(32),24,(16-18),10-12                     |40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG                     |D34,D28,D20;
1001    |DCJL|X9DA,D16A    |X9     |40,(32),24,16-18,14,6-8                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG                     |D34,D26;
1002    |DCJL|X9DA,D10A    |X9     |40,(32),24,16-18,14,6-8,64,(66)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |D34,D26;
1003    |DCJL|X9DA,D12A    |X9     |40,(32),24,16-18,14,6-8,(64)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |D34,D26;
1004    |DCJL|X9DA,D4A    |X9     |40,(32),24,16-18,14,6-8,64,(66),(68)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1005    |DCJL|X9DA,D6A    |X9     |40,(32),24,16-18,14,6-8,64,(66),68                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1006    |DCJL|X9DA,D8A    |X9     |40,(32),24,16-18,14,6-8,64,66                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1007    |DCJL|X9DA,SNDA    |X9     |40,(32),24,(16-18),10-12,6-8                     |40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG,8DG                     |D34,D28,D20;
1008    |DCJL|X9DA,SDA    |X9     |40,(32),24,(16-18),(10-12),2-4                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG                     |D34,D28,D22,S;
1009    |DCJL|X9DA,SL2DA    |X9     |40,(32),24,(16-18),(10-12),(2-4)                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG                     |D34,D28,D22,SL2;
1010    |DCJL|X9DA,D2A    |X9     |40,(32),24,(16-18),(10-12),(2-4),X1-X2                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1DG                     |D34,D28,D22,SL2;
1011    |DCJL|X9DA,SL6DA    |X9     |40,(32),24,16-18,(14)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,SL4G                     |D34,D26;
1012    |DCJL|X7DA,D26A    |X7     |(42),(40),(32),24,16-18                     |40-42DG,24-32DG,18DG,30DG,26-34DG                     |D34,D26;
1013    |DCJL|X7DA,D20A    |X7     |(42),(40),(32),24,(16-18),10-12                     |40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG                     |D34,D28,D20;
1014    |DCJL|X7DA,D16A    |X7     |(42),(40),(32),24,16-18,14,6-8                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG                     |D34,D26;
1015    |DCJL|X7DA,D10A    |X7     |(42),(40),(32),24,16-18,14,6-8,64,(66)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |D34,D26;
1016    |DCJL|X7DA,D12A    |X7     |(42),(40),(32),24,16-18,14,6-8,(64)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |D34,D26;
1017    |DCJL|X7DA,D4A    |X7     |(42),(40),(32),24,16-18,14,6-8,64,(66),(68)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1018    |DCJL|X7DA,D6A    |X7     |(42),(40),(32),24,16-18,14,6-8,64,(66),68                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1019    |DCJL|X7DA,D8A    |X7     |(42),(40),(32),24,16-18,14,6-8,64,66                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1020    |DCJL|X7DA,SNDA    |X7     |(42),(40),(32),24,(16-18),10-12,6-8                     |40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG,8DG                     |D34,D28,D20;
1021    |DCJL|X7DA,SDA    |X7     |(42),(40),(32),24,(16-18),(10-12),2-4                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG                     |D34,D28,D22,S;
1022    |DCJL|X7DA,SL2DA    |X7     |(42),(40),(32),24,(16-18),(10-12),(2-4)                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG                     |D34,D28,D22,SL2;
1023    |DCJL|X7DA,D2A    |X7     |(42),(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1DG                     |D34,D28,D22,SL2;
1024    |DCJL|X7DA,SL6DA    |X7     |(42),(40),(32),24,16-18,(14)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,SL4G                     |D34,D26;
1025    |DCJL|X5DA,D26A    |X5     |42,(40),(32),24,16-18                     |40-42DG,24-32DG,18DG,30DG,26-34DG                     |D34,D26;
1026    |DCJL|X5DA,D20A    |X5     |42,(40),(32),24,(16-18),10-12                     |40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG                     |D34,D28,D20;
1027    |DCJL|X5DA,D16A    |X5     |42,(40),(32),24,16-18,14,6-8                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG                     |D34,D26;
1028    |DCJL|X5DA,D10A    |X5     |42,(40),(32),24,16-18,14,6-8,64,(66)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |D34,D26;
1029    |DCJL|X5DA,D12A    |X5     |42,(40),(32),24,16-18,14,6-8,(64)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG                     |D34,D26;
1030    |DCJL|X5DA,D4A    |X5     |42,(40),(32),24,16-18,14,6-8,64,(66),(68)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1031    |DCJL|X5DA,D6A    |X5     |42,(40),(32),24,16-18,14,6-8,64,(66),68                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1032    |DCJL|X5DA,D8A    |X5     |42,(40),(32),24,16-18,14,6-8,64,66                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,6DG,64-66DG,68DG                     |D34,D26;
1033    |DCJL|X5DA,SNDA    |X5     |42,(40),(32),24,(16-18),10-12,6-8                     |40-42DG,24-32DG,18DG,16-28DG,12DG,30DG,26-34DG,8DG                     |D34,D28,D20;
1034    |DCJL|X5DA,SDA    |X5     |42,(40),(32),24,(16-18),(10-12),2-4                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,30DG,26-34DG                     |D34,D28,D22,S;
1035    |DCJL|X5DA,SL2DA    |X5     |42,(40),(32),24,(16-18),(10-12),(2-4)                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG                     |D34,D28,D22,SL2;
1036    |DCJL|X5DA,D2A    |X5     |42,(40),(32),24,(16-18),(10-12),(2-4),X1-X2                     |40-42DG,24-32DG,18DG,16-28DG,12DG,10DG,4DG,2DG,30DG,26-34DG,X1DG                     |D34,D28,D22,SL2;
1037    |DCJL|X5DA,SL6DA    |X5     |42,(40),(32),24,16-18,(14)                     |40-42DG,24-32DG,18DG,30DG,26-34DG,14DG,SL4G                     |D34,D26;
1038    |DCJL|X3DA,D26A    |X3     |44-46,28-30,32,24,16-18                     |44DG,30DG,24-32DG,18DG,40-42DG,26-34DG                     |D50,D34,D26;
1039    |DCJL|X3DA,D20A    |X3     |44-46,28-30,32,24,(16-18),10-12                     |44DG,30DG,24-32DG,18DG,16-28DG,12DG,40-42DG,26-34DG                     |D50,D34,D28,D20;
